时间,,,
16/08/2013 10:00,0.45,179 ,45 
16/08/2013 10:10,0.54,177 ,54 
16/08/2013 10:20,0.35,132 ,35 
16/08/2013 10:30,0.44,153 ,44 
16/08/2013 10:40,0.39,189 ,39 
16/08/2013 10:50,0.35,175 ,35 
16/08/2013 11:00,0.31,220 ,31 
16/08/2013 11:10,0.23,178 ,23 
16/08/2013 11:20,0.27,163 ,27 
16/08/2013 11:30,0.27,188 ,27 
16/08/2013 11:40,0.36,189 ,36 
16/08/2013 11:50,0.26,207 ,26 
16/08/2013 12:00,0.2,191 ,20 
16/08/2013 12:10,0.25,168 ,25 
16/08/2013 12:20,0.27,205 ,27 
16/08/2013 12:30,0.21,160 ,21 
16/08/2013 12:40,0.26,126 ,26 
16/08/2013 12:50,0.24,207 ,24 
16/08/2013 13:00,0.23,201 ,23 
16/08/2013 13:10,0.05,335 ,5 
16/08/2013 13:20,0.19,268 ,19 
16/08/2013 13:30,0.25,303 ,25 
16/08/2013 13:40,0.26,353 ,26 
16/08/2013 13:50,0.36,18 ,36 
16/08/2013 14:00,0.4,358 ,40 
16/08/2013 14:10,0.47,69 ,47 
16/08/2013 14:20,0.54,331 ,54 
16/08/2013 14:30,0.58,355 ,58 
16/08/2013 14:40,0.63,11 ,63 
16/08/2013 14:50,0.73,336 ,73 
16/08/2013 15:00,0.84,335 ,84 
16/08/2013 15:10,0.89,331 ,89 
16/08/2013 15:20,0.72,353 ,72 
16/08/2013 15:30,0.83,326 ,83 
16/08/2013 15:40,0.9,334 ,90 
16/08/2013 15:50,0.92,332 ,92 
16/08/2013 16:00,0.83,336 ,83 
16/08/2013 16:10,0.77,346 ,77 
16/08/2013 16:20,0.89,336 ,89 
16/08/2013 16:30,0.71,338 ,71 
16/08/2013 16:40,0.66,318 ,66 
16/08/2013 16:50,0.64,332 ,64 
16/08/2013 17:00,0.56,348 ,56 
16/08/2013 17:10,0.46,1 ,46 
16/08/2013 17:20,0.43,3 ,43 
16/08/2013 17:30,0.34,14 ,34 
16/08/2013 17:40,0.31,329 ,31 
16/08/2013 17:50,0.21,340 ,21 
16/08/2013 18:00,0.24,11 ,24 
16/08/2013 18:10,0.2,54 ,20 
16/08/2013 18:20,0.17,12 ,17 
16/08/2013 18:30,0.22,119 ,22 
16/08/2013 18:40,0.23,69 ,23 
16/08/2013 18:50,0.22,91 ,22 
16/08/2013 19:00,0.19,72 ,19 
16/08/2013 19:10,0.23,95 ,23 
16/08/2013 19:20,0.14,88 ,14 
16/08/2013 19:30,0.25,122 ,25 
16/08/2013 19:40,0.3,107 ,30 
16/08/2013 19:50,0.28,129 ,28 
16/08/2013 20:00,0.18,119 ,18 
16/08/2013 20:10,0.21,153 ,21 
16/08/2013 20:20,0.36,142 ,36 
16/08/2013 20:30,0.35,171 ,35 
16/08/2013 20:40,0.16,133 ,16 
16/08/2013 20:50,0.09,166 ,9 
16/08/2013 21:00,0.37,128 ,37 
16/08/2013 21:10,0.38,151 ,38 
16/08/2013 21:20,0.59,134 ,59 
16/08/2013 21:30,0.5,149 ,50 
16/08/2013 21:40,0.62,171 ,62 
16/08/2013 21:50,0.51,153 ,51 
16/08/2013 22:00,0.61,153 ,61 
16/08/2013 22:10,0.59,161 ,59 
16/08/2013 22:20,0.66,143 ,66 
16/08/2013 22:30,0.46,173 ,46 
16/08/2013 22:40,0.6,136 ,60 
16/08/2013 22:50,0.55,161 ,55 
16/08/2013 23:00,0.54,156 ,54 
16/08/2013 23:10,0.48,162 ,48 
16/08/2013 23:20,0.45,168 ,45 
16/08/2013 23:30,0.39,172 ,39 
16/08/2013 23:40,0.33,188 ,33 
16/08/2013 23:50,0.37,160 ,37 
17/08/2013 00:00,0.33,156 ,33 
17/08/2013 00:10,0.33,172 ,33 
17/08/2013 00:20,0.24,201 ,24 
17/08/2013 00:30,0.26,246 ,26 
17/08/2013 00:40,0.29,174 ,29 
17/08/2013 00:50,0.22,135 ,22 
17/08/2013 01:00,0.24,152 ,24 
17/08/2013 01:10,0.26,156 ,26 
17/08/2013 01:20,0.25,151 ,25 
17/08/2013 01:30,0.16,161 ,16 
17/08/2013 01:40,0.13,182 ,13 
17/08/2013 01:50,0.22,157 ,22 
17/08/2013 02:00,0.19,167 ,19 
17/08/2013 02:10,0.27,149 ,27 
17/08/2013 02:20,0.21,208 ,21 
17/08/2013 02:30,0.26,158 ,26 
17/08/2013 02:40,0.19,145 ,19 
17/08/2013 02:50,0.11,105 ,11 
17/08/2013 03:00,0.03,327 ,3 
17/08/2013 03:10,0.13,83 ,13 
17/08/2013 03:20,0.26,21 ,26 
17/08/2013 03:30,0.36,338 ,36 
17/08/2013 03:40,0.49,351 ,49 
17/08/2013 03:50,0.48,356 ,48 
17/08/2013 04:00,0.5,333 ,50 
17/08/2013 04:10,0.48,322 ,48 
17/08/2013 04:20,0.6,339 ,60 
17/08/2013 04:30,0.49,327 ,49 
17/08/2013 04:40,0.46,321 ,46 
17/08/2013 04:50,0.43,335 ,43 
17/08/2013 05:00,0.38,337 ,38 
17/08/2013 05:10,0.4,331 ,40 
17/08/2013 05:20,0.38,8 ,38 
17/08/2013 05:30,0.35,19 ,35 
17/08/2013 05:40,0.36,353 ,36 
17/08/2013 05:50,0.32,345 ,32 
17/08/2013 06:00,0.38,19 ,38 
17/08/2013 06:10,0.27,20 ,27 
17/08/2013 06:20,0.36,15 ,36 
17/08/2013 06:30,0.35,352 ,35 
17/08/2013 06:40,0.25,335 ,25 
17/08/2013 06:50,0.3,347 ,30 
17/08/2013 07:00,0.2,331 ,20 
17/08/2013 07:10,0.16,356 ,16 
17/08/2013 07:20,0.1,37 ,10 
17/08/2013 07:30,0.04,236 ,4 
17/08/2013 07:40,0.11,78 ,11 
17/08/2013 07:50,0.02,85 ,2 
17/08/2013 08:00,0.07,98 ,7 
17/08/2013 08:10,0.16,183 ,16 
17/08/2013 08:20,0.12,133 ,12 
17/08/2013 08:30,0.15,175 ,15 
17/08/2013 08:40,0.14,134 ,14 
17/08/2013 08:50,0.2,152 ,20 
17/08/2013 09:00,0.23,167 ,23 
17/08/2013 09:10,0.19,160 ,19 
17/08/2013 09:20,0.3,145 ,30 
17/08/2013 09:30,0.29,150 ,29 
17/08/2013 09:40,0.26,179 ,26 
17/08/2013 09:50,0.32,138 ,32 
17/08/2013 10:00,0.83,190 ,83 
17/08/2013 10:10,0.49,176 ,49 
17/08/2013 10:20,0.47,169 ,47 
17/08/2013 10:30,0.52,137 ,52 
17/08/2013 10:40,0.47,156 ,47 
17/08/2013 10:50,0.45,150 ,45 
17/08/2013 11:00,0.53,109 ,53 
19/08/2013 14:00,0.62,152 ,62 
19/08/2013 14:10,0.51,173 ,51 
19/08/2013 14:20,0.29,142 ,29 
19/08/2013 14:30,0.57,192 ,57 
19/08/2013 14:40,0.39,151 ,39 
19/08/2013 14:50,0.47,177 ,47 
19/08/2013 15:00,0.35,167 ,35 
19/08/2013 15:10,0.33,245 ,33 
19/08/2013 15:20,0.34,218 ,34 
19/08/2013 15:30,0.29,197 ,29 
19/08/2013 15:40,0.19,227 ,19 
19/08/2013 15:50,0.16,190 ,16 
19/08/2013 16:00,0.17,229 ,17 
19/08/2013 16:10,0.22,281 ,22 
19/08/2013 16:20,0.16,288 ,16 
19/08/2013 16:30,0.23,216 ,23 
19/08/2013 16:40,0.42,234 ,42 
19/08/2013 16:50,0.39,308 ,39 
19/08/2013 17:00,0.3,260 ,30 
19/08/2013 17:10,0.38,272 ,38 
19/08/2013 17:20,0.44,296 ,44 
19/08/2013 17:30,0.51,344 ,51 
