
0.0	-336.5047137436951	401.1653933609225	202.30522595098387	152
0.1	-258.8420926564276	508.17151674935025	206.85093562556705	160
0.2	-190.5964042360751	1186.2224542420017	321.52019502266825	75
0.3	-28.8585248616222	1330.254085449059	367.53225928436	88
0.4	199.42783545093857	1496.254943398099	399.8695072834698	43
0.5	448.28120979611026	1671.217709529252	465.71951911556954	44
0.6	695.1384682716272	1692.3983271853097	481.4083432618514	31
0.7	948.1098619730366	1718.3642991899414	510.50572262364415	42
0.8	1308.5698441783393	1893.81019665788	620.669489747373	48
0.9	1659.022224270872	1995.8588283088059	825.145593261356	35
1	2027.536110253326	2027.5361102533257	1218.9462261768183	25
0.0	-116.47180265188311	324.9615752279999	80.00833597908452	175
0.1	-90.35413767305731	599.0884421182972	114.68957260361283	165
0.2	41.535359525262955	1065.1123439620874	147.25021359178996	200
0.3	236.64408501503485	1804.5642692698796	299.036888745665	165
0.4	510.7551948353579	1978.1027869290974	321.1251022237834	183
0.5	701.0931494147314	1909.954974520839	348.8031083866254	114
0.6	968.2136284804461	2064.61299260649	464.63152899874615	95
0.7	1363.988636011828	2465.502930254561	828.5865202270719	124
0.8	1706.5365924740279	2533.5214001653226	1100.0564720813927	107
0.9	2220.282980848842	2688.973089299104	1372.4428631025173	92
1	2733.608291743008	2733.608291743008	1877.806006786698	65
