0.2	 15.869102972295737	2074.062861035709	2290.787660516046	77
0.4	37.9403028088917	2596.532319077795	3697.329082044014	22
# 0.4	36.51747287524839	2505.0559716214198	4067.947527128223	80
0.6	58.67290043461829	2688.0772086402144	3819.7654720298638	88
0.8	82.78288724163318	2849.2873458691406	3880.1273864558975	20
1.0	97.3539145654186	2682.8565775963275	3915.2891611326477	29


0.4	32.46681760965706	2212.010417256611	3276.872584593271	5
0.4	34.17999873918245	2332.3363812223715	3406.889048021119	11
0.4	35.62936845839013	2433.586691696046	3485.941292346537	16
0.4	37.9403028088917	2596.532319077795	3697.329082044014	22
0.4	38.49864633021925	2635.258010567757	3711.9835177826308	28

1.0	91.32849388085789	2516.8094331284374	3375.268857283779	3
1.0	93.52726659827421	2577.402701246031	3491.108368353217	9
1.0	93.60266563713887	2579.4805304557294	3496.324938574566	13
