
0.0	0.0	3826.961013808611	5170.130694355489   6647.679891516789	1968.6391229708324	461.2678180840281	51

0.0	2.0	3676.137824151565	5238.033691389452	5871.606276337504	1985.2791167721775	461.2678180840281	22
0.0	4.0	3830.014265045646	5926.8481555438875	4431.997969998134	1989.2776673276744	461.2678180840281	29
0.0	6.0	3159.6208331433236	4564.328757266739	4620.704208363574	1959.9393471250091	461.2678180840281	39
0.0	8.0	2536.213497929966	3207.754409132782	3765.861888114233	1908.1433970939675	461.2678180840281	72

2.0	2.0	3407.0788187001167	5421.25682161207	5777.492722021524	1939.5087127058084	461.2678180840281	18
2.0	4.0	3631.0746181225613	5528.0480275954815	4409.488433456978	1936.5434684002582	461.2678180840281	23
2.0	6.0	2913.384835914121	4442.997190731505	4997.23315021989	1916.8633660094467	461.2678180840281	52
2.0	8.0	2464.5927457697103	3972.6303579375267	4262.339216967894	1904.6815934454596	461.2678180840281	128

4.0	2.0	3150.5772775131622	5201.864445227048	6768.111905965482	1905.7338513623572	461.2678180840281	26
4.0	4.0	3151.6308819536835	5681.166788593013	5167.56116735858	1904.5708874928127	461.2678180840281	22
4.0	6.0	2631.852485690311	5097.683200395995	4352.664931633572	1905.009757146308	461.2678180840281	42
4.0	8.0	2435.539747148036	2588.65955027871	3775.39709044582	1884.8907027467153	461.2678180840281	79

6.0	2.0	3052.932643381514	5285.675631181031	5907.358653152255	1887.2279540839581	461.2678180840281	24
6.0	4.0	2925.7722726801153	3613.054899272145	5180.921557978612	1881.328995402486	461.2678180840281	57
6.0	6.0	2615.83785141597	3850.861946821108	4584.997493087996	1902.6856012331543	461.2678180840281	45
6.0	8.0	2236.8110031654223	2496.6584399105877	3860.251895070426	1871.56247310331	461.2678180840281	176

8.0	2.0	2944.2887685355818	5601.540072985046	5953.049644096643	1879.2079843454874	461.2678180840281	24
8.0	4.0	2897.0105469463347	5979.010814900585	5349.181464988802	1878.4775352998186	461.2678180840281	41
8.0	6.0	1974.2588645921755	4003.6588335989554	3331.136034357828	1853.648989043622	461.2678180840281	199
8.0	8.0	1547.2096822255044	2699.090842997473	1799.1181109329073	1853.6489889777363	461.2678180840281	115


我的电脑
0.0	0.0	3946.49166406974	5011.245652851858	5112.489299329763	1952.3183988628455	461.2678180840281	48
0.0	2.0	3306.614669938449	6020.408620243387	6126.365221570888	1985.2791167721775	461.2678180840281	22
0.0	4.0	3078.623526351513	5985.827796798409	4908.303457325424	1989.2776673276744	461.2678180840281	29
0.0	6.0	2876.135959863731	5346.369995673909	3209.0956069873205	1959.9393471250091	461.2678180840281	39
0.0	8.0	2442.1523012891485	3203.756771047969	2698.300845143661	1908.1433970939675	461.2678180840281	72

2.0	0.0	3625.9007280477736	6144.420524014538	5248.1938045569395	1941.4748606917897	461.2678180840281	40
2.0	2.0	3405.2028462685885	6184.911143809062	5881.3145431880175	1939.5087127058084	461.2678180840281	18
2.0	4.0	3230.5302713625265	5512.4407433299975	3350.6325011054582	1936.5434684002582	461.2678180840281	23
2.0	6.0	2673.893338413655	4850.36282732861	4764.68769171594	1916.8633660094467	461.2678180840281	52
2.0	8.0	2369.9820892851108	2700.0548995670297	2562.2583296179123	1904.6815934454596	461.2678180840281	128

4.0	0.0	3377.7218507865186	6342.716752389159	6365.694248215721	1920.8256426137386	461.2678180840281	41
4.0	2.0	3194.7423224922977	6489.372104905749	5581.537437394718	1905.7338513623572	461.2678180840281	26
4.0	4.0	2906.207201966795	6207.733791018802	5477.665524558251	1904.5708874928127	461.2678180840281	22
4.0	6.0	2677.293448307261	4973.961585283932	3549.5753105372137	1905.009757146308	461.2678180840281	42
4.0	8.0	2252.6615511734553	3626.172851146163	2831.29095746305	1884.8907027467153	461.2678180840281	79

6.0	0.0	3133.157039342493	5879.47792408207	5902.6861680321645	1861.1112223949033	461.2678180840281	40
6.0	2.0	3084.5158986168312	6588.270913253913	5436.012210582159	1887.2279540839581	461.2678180840281	24
6.0	4.0	2712.6088573371258	4551.74168896103	4137.691723160303	1881.328995402486	461.2678180840281	57
6.0	6.0	2363.929077052433	3949.3744567876533	4553.897613189645	1902.6856012331543	461.2678180840281	45
6.0	8.0	2192.8975837503904	4093.194946207597	3577.428561339765	1871.56247310331	461.2678180840281	176

8.0	0.0	3196.4394197721454	5659.4733759687115	5628.9733870348955	1856.4545549599313	461.2678180840281	38
8.0	2.0	2951.764080900932	6589.956257917859	5196.336876035018	1879.2079843454874	461.2678180840281	24
8.0	4.0	2619.5464668338327	6120.93190731048	3882.066035756614	1878.4775352998186	461.2678180840281	41
8.0	6.0	1841.8405025551328	3245.7211022039755	2956.7613247129357	1853.648989043622	461.2678180840281	199
8.0	8.0	1353.9737939416755	3508.3251350302285	2727.0728471070656	1853.6489889777363	461.2678180840281	115
