时间,,
16/08/2013 10:00,0.84 ,143 
16/08/2013 10:10,0.73 ,179 
16/08/2013 10:20,0.74 ,160 
16/08/2013 10:30,0.73 ,165 
16/08/2013 10:40,0.65 ,146 
16/08/2013 10:50,0.61 ,167 
16/08/2013 11:00,0.50 ,149 
16/08/2013 11:10,0.49 ,160 
16/08/2013 11:20,0.51 ,162 
16/08/2013 11:30,0.52 ,158 
16/08/2013 11:40,0.41 ,155 
16/08/2013 11:50,0.40 ,155 
16/08/2013 12:00,0.41 ,198 
16/08/2013 12:10,0.26 ,157 
16/08/2013 12:20,0.36 ,165 
16/08/2013 12:30,0.22 ,150 
16/08/2013 12:40,0.24 ,154 
16/08/2013 12:50,0.13 ,122 
16/08/2013 13:00,0.10 ,26 
16/08/2013 13:10,0.24 ,150 
16/08/2013 13:20,0.07 ,156 
16/08/2013 13:30,0.06 ,8 
16/08/2013 13:40,0.18 ,10 
16/08/2013 13:50,0.16 ,357 
16/08/2013 14:00,0.25 ,20 
16/08/2013 14:10,0.32 ,5 
16/08/2013 14:20,0.38 ,349 
16/08/2013 14:30,0.39 ,336 
16/08/2013 14:40,0.51 ,9 
16/08/2013 14:50,0.50 ,356 
16/08/2013 15:00,0.49 ,331 
16/08/2013 15:10,0.41 ,351 
16/08/2013 15:20,0.60 ,345 
16/08/2013 15:30,0.67 ,337 
16/08/2013 15:40,0.69 ,341 
16/08/2013 15:50,0.64 ,3 
16/08/2013 16:00,0.63 ,340 
16/08/2013 16:10,0.70 ,344 
16/08/2013 16:20,0.71 ,349 
16/08/2013 16:30,0.78 ,349 
16/08/2013 16:40,0.89 ,358 
16/08/2013 16:50,0.86 ,344 
16/08/2013 17:00,0.83 ,349 
16/08/2013 17:10,0.60 ,347 
16/08/2013 17:20,0.68 ,326 
16/08/2013 17:30,0.58 ,356 
16/08/2013 17:40,0.65 ,327 
16/08/2013 17:50,0.58 ,335 
16/08/2013 18:00,0.55 ,335 
16/08/2013 18:10,0.45 ,348 
16/08/2013 18:20,0.40 ,350 
16/08/2013 18:30,0.41 ,6 
16/08/2013 18:40,0.37 ,358 
16/08/2013 18:50,0.32 ,13 
16/08/2013 19:00,0.22 ,350 
16/08/2013 19:10,0.04 ,117 
16/08/2013 19:20,0.26 ,350 
16/08/2013 19:30,0.15 ,7 
16/08/2013 19:40,0.10 ,314 
16/08/2013 19:50,0.17 ,151 
16/08/2013 20:00,0.17 ,94 
16/08/2013 20:10,0.24 ,127 
16/08/2013 20:20,0.14 ,176 
16/08/2013 20:30,0.30 ,162 
16/08/2013 20:40,0.35 ,149 
16/08/2013 20:50,0.36 ,157 
16/08/2013 21:00,0.47 ,155 
16/08/2013 21:10,0.40 ,158 
16/08/2013 21:20,0.70 ,136 
16/08/2013 21:30,0.75 ,154 
16/08/2013 21:40,0.84 ,176 
16/08/2013 21:50,0.82 ,182 
16/08/2013 22:00,0.86 ,201 
16/08/2013 22:10,0.89 ,181 
16/08/2013 22:20,0.98 ,172 
16/08/2013 22:30,1.07 ,172 
16/08/2013 22:40,0.92 ,159 
16/08/2013 22:50,0.73 ,166 
16/08/2013 23:00,0.70 ,178 
16/08/2013 23:10,0.76 ,153 
16/08/2013 23:20,0.71 ,163 
16/08/2013 23:30,0.68 ,156 
16/08/2013 23:40,0.61 ,163 
16/08/2013 23:50,0.61 ,152 
17/08/2013 00:00,0.62 ,148 
17/08/2013 00:10,0.55 ,152 
17/08/2013 00:20,0.65 ,157 
17/08/2013 00:30,0.43 ,153 
17/08/2013 00:40,0.34 ,181 
17/08/2013 00:50,0.43 ,182 
17/08/2013 01:00,0.13 ,210 
17/08/2013 01:10,0.25 ,170 
17/08/2013 01:20,0.20 ,180 
17/08/2013 01:30,0.15 ,261 
17/08/2013 01:40,0.13 ,239 
17/08/2013 01:50,0.07 ,12 
17/08/2013 02:00,0.19 ,13 
17/08/2013 02:10,0.16 ,30 
17/08/2013 02:20,0.05 ,288 
17/08/2013 02:30,0.23 ,95 
17/08/2013 02:40,0.07 ,26 
