0.0	-0.9182087044829637	3516.136691903067	1968.6394624114741	52
2.0	2062.5363121750715	3451.23202574995	1964.6658342351197	24
4.0	735.1644631789218	3377.7218507864	    1920.8256426137386	41
6.0	-468.53201236802533	3133.1570393423744	1861.1112223949033	40
8.0	-1634.0411922050305	3196.439419772268	1856.4545549599313	38

1.0	2821.5135438676507	3525.241823392755	1967.9582248000236	13
3.0	1271.6251808941872	3282.5896266145987	1952.7531164113118	30
5.0	191.00915641583265	3321.820580487789	1872.778250639587	36
7.0	-1055.1847310333283	3155.2315862245455	1859.4464040741516	36
9.0	-2208.3860865628953	3245.7865925377405	1851.9210758082054	58


