0.5	950.6436547816362	2249.0708884215846	1429.817501531802	136
0.6	932.5894343092688	2356.628043249937	4947.733011461565	182
0.7	1286.6447833713053	2367.677259108251	5080.508596346962	200
0.8	1743.920552810123	2474.3635383393043	4842.415320937966	160
0.9	2162.714590629711	2536.409181253237	4935.679902558849	175
1	2240.592178758102	2240.592178758102	5457.1754167816025	143


1.0	2240.592178758437	2240.592178758437	5457.175419775745	143
0.5	270.7374820542446	2320.9621640844884	4334.110374736719	200
1.0	2240.5921787577927	2240.5921787577927	5457.175413662316	143




1.0	2496.5816979409865	2496.5816979409865	3098.6729698567997	102


0.5	-691.756571798032	2313.10781453298	4588.121210776966	100
0.6	292.8644145142133	2528.98712083335	3799.606655679054	100
0.7	932.113912901132	2589.811751825307	3643.875124930003	100
0.8	1696.8417835722778	2545.814051295115	2108.8001678720075	78
